epoch,train_loss,val_loss,val_cer,val_wa_pct,lr,epoch_time_min,elapsed_total_min
31,0.129739,0.334126,0.09159,81.4157,5.881781e-04,0.7,26.37
32,0.122857,0.32329,0.080308,82.5538,5.796210e-04,0.75,27.12
33,0.118962,0.3367,0.084424,82.0819,5.708166e-04,0.73,27.85
34,0.112088,0.316209,0.080487,82.6787,5.617746e-04,0.72,28.57
35,0.10887,0.333082,0.080037,82.6232,5.525049e-04,0.76,29.33
36,0.110062,0.313382,0.077339,82.9702,5.430175e-04,0.68,30.01
37,0.102706,0.328183,0.079614,82.7342,5.333230e-04,0.68,30.68
38,0.108587,0.319628,0.077787,82.9008,5.234317e-04,0.71,31.39
39,0.095875,0.340507,0.081544,82.3872,5.133547e-04,0.71,32.1
40,0.09546,0.328068,0.080379,82.7342,5.031029e-04,0.72,32.82
41,0.092928,0.329345,0.079259,82.7897,4.926875e-04,0.71,33.54
42,0.090879,0.318541,0.075104,83.331,4.821198e-04,0.67,34.2
43,0.08335,0.320852,0.077431,82.9979,4.714116e-04,0.7,34.9
44,0.085204,0.338918,0.078605,82.8869,4.605744e-04,0.76,35.66
45,0.085088,0.312616,0.074861,83.3033,4.496201e-04,0.75,36.41
46,0.076068,0.338979,0.081858,82.873,4.385607e-04,0.71,37.12
47,0.078718,0.32494,0.076455,83.2894,4.274083e-04,0.7,37.81
48,0.071659,0.332389,0.075315,83.3171,4.161751e-04,0.68,38.5
49,0.073513,0.335527,0.076828,83.1506,4.048734e-04,0.75,39.24
50,0.067405,0.33656,0.075898,83.4559,3.935154e-04,0.68,39.92
51,0.063782,0.345001,0.079204,82.9702,3.821137e-04,0.74,40.66
52,0.062291,0.342013,0.076334,83.22,3.706808e-04,0.72,41.38
53,0.061948,0.326811,0.075016,83.4559,3.592290e-04,0.7,42.08
54,0.066798,0.374943,0.08555,82.3734,3.477710e-04,0.73,42.81
55,0.064567,0.333345,0.076157,83.22,3.363192e-04,0.72,43.53
56,0.05977,0.349909,0.079379,83.1783,3.248863e-04,0.69,44.22
57,0.054723,0.332984,0.076596,83.0257,3.134846e-04,0.72,44.94
58,0.049479,0.332284,0.074598,83.3033,3.021266e-04,0.67,45.62
59,0.050559,0.340447,0.077171,83.1367,2.908249e-04,0.64,46.26
60,0.047623,0.333357,0.076172,83.4143,2.795917e-04,0.73,46.99
61,0.048349,0.334169,0.074424,83.4698,2.684393e-04,0.69,47.68
62,0.044571,0.335949,0.073297,83.6502,2.573799e-04,0.72,48.4
63,0.04386,0.33521,0.074905,83.4837,2.464256e-04,0.72,49.12
64,0.043186,0.346922,0.076723,83.2061,2.355884e-04,0.69,49.81
65,0.043367,0.3534,0.076345,83.1645,2.248802e-04,0.69,50.5
66,0.042419,0.342344,0.073866,83.4698,2.143125e-04,0.72,51.21
67,0.038452,0.333265,0.071937,83.9556,2.038971e-04,0.66,51.87
68,0.037797,0.323919,0.070918,83.9972,1.936453e-04,0.67,52.54
69,0.036534,0.329441,0.070858,84.0944,1.835683e-04,0.73,53.27
70,0.033965,0.33819,0.070533,84.0944,1.736770e-04,0.66,53.92
71,0.032437,0.34515,0.073594,83.9417,1.639825e-04,0.68,54.6
72,0.033973,0.345923,0.071058,84.0389,1.544951e-04,0.7,55.3
73,0.031615,0.337736,0.070649,84.3164,1.452254e-04,0.67,55.98
74,0.032214,0.351832,0.075113,83.7335,1.361834e-04,0.68,56.66
75,0.029731,0.334306,0.069593,84.4552,1.273790e-04,0.72,57.38
76,0.02817,0.337087,0.072135,84.0389,1.188219e-04,0.66,58.05
77,0.027593,0.336596,0.070108,84.372,1.105215e-04,0.68,58.72
78,0.026049,0.332455,0.068674,84.5663,1.024867e-04,0.64,59.36
79,0.027432,0.338671,0.070507,84.2748,9.472636e-05,0.67,60.03
80,0.024674,0.338864,0.070966,84.2471,8.724902e-05,0.7,60.73
81,0.023816,0.342772,0.070874,84.1221,8.006281e-05,0.66,61.39
82,0.023983,0.330873,0.067662,84.5663,7.317561e-05,0.63,62.02
83,0.0213,0.335301,0.070846,84.3581,6.659494e-05,0.64,62.67
84,0.021696,0.327496,0.066733,84.5802,6.032800e-05,0.69,63.35
85,0.020801,0.33454,0.070457,83.9556,5.438163e-05,0.66,64.01
86,0.020652,0.338179,0.071494,84.0805,4.876235e-05,0.67,64.68
87,0.019581,0.32933,0.068989,84.3442,4.347629e-05,0.69,65.37
88,0.02057,0.331879,0.069968,84.3026,3.852924e-05,0.67,66.03
89,0.018928,0.336533,0.070138,84.2471,3.392660e-05,0.66,66.69
90,0.018435,0.33642,0.070112,84.3997,2.967341e-05,0.65,67.34
91,0.017151,0.335988,0.070079,84.372,2.577433e-05,0.61,67.95
92,0.01671,0.337186,0.070596,84.3164,2.223360e-05,0.7,68.65
93,0.016513,0.33813,0.071873,84.2054,1.905511e-05,0.67,69.32
94,0.017475,0.341972,0.07182,84.2193,1.624233e-05,0.65,69.97
95,0.016798,0.342341,0.071975,84.2332,1.379834e-05,0.65,70.62
96,0.016671,0.342519,0.071026,84.2887,1.172581e-05,0.67,71.29
97,0.017348,0.341778,0.070321,84.3997,1.002700e-05,0.65,71.95
98,0.015316,0.340904,0.070672,84.3581,8.703774e-06,0.64,72.58
99,0.016088,0.339678,0.070054,84.3997,7.757578e-06,0.67,73.25
