epoch,train_loss,val_loss,val_cer,val_wa_pct,lr,epoch_time_min,elapsed_total_min
37,0.114105,0.307002,0.078198,82.8452,5.333230e-04,0.77,32.94
38,0.113097,0.304476,0.075879,83.4004,5.234317e-04,0.8,33.74
39,0.105548,0.305285,0.078688,83.4421,5.133547e-04,0.76,34.49
40,0.110805,0.307799,0.07745,83.22,5.031029e-04,0.79,35.29
41,0.101691,0.316192,0.078602,83.3449,4.926875e-04,0.74,36.03
42,0.097711,0.312425,0.077579,83.1783,4.821198e-04,0.76,36.78
43,0.098244,0.304662,0.076454,83.3171,4.714116e-04,0.81,37.59
44,0.095482,0.321478,0.080347,82.7897,4.605744e-04,0.75,38.34
45,0.094844,0.301787,0.072659,83.6641,4.496201e-04,0.77,39.11
46,0.086499,0.314146,0.075182,83.5531,4.385607e-04,0.74,39.85
47,0.088232,0.308158,0.074272,83.8584,4.274083e-04,0.71,40.56
48,0.07933,0.301063,0.072447,83.8723,4.161751e-04,0.76,41.32
49,0.080068,0.306635,0.07355,83.8446,4.048734e-04,0.73,42.05
50,0.075438,0.31053,0.074044,83.8584,3.935154e-04,0.78,42.83
51,0.075987,0.327894,0.079071,83.109,3.821137e-04,0.77,43.6
52,0.073998,0.31529,0.075661,83.331,3.706808e-04,0.72,44.32
53,0.068315,0.31734,0.074614,83.8446,3.592290e-04,0.74,45.06
54,0.06863,0.314251,0.073587,83.7335,3.477710e-04,0.74,45.8
55,0.064168,0.320216,0.073054,83.9417,3.363192e-04,0.74,46.54
56,0.063554,0.325834,0.078637,83.2616,3.248863e-04,0.77,47.32
57,0.06218,0.3082,0.072332,83.9139,3.134846e-04,0.71,48.03
58,0.058278,0.320426,0.073864,83.789,3.021266e-04,0.72,48.75
59,0.057719,0.32575,0.076023,83.5115,2.908249e-04,0.78,49.53
60,0.055721,0.314607,0.072613,83.9278,2.795917e-04,0.7,50.24
61,0.056332,0.317995,0.072976,83.9139,2.684393e-04,0.78,51.02
62,0.053411,0.315253,0.071443,83.9001,2.573799e-04,0.74,51.76
63,0.051312,0.304048,0.070145,84.2332,2.464256e-04,0.7,52.46
64,0.049409,0.307604,0.070845,84.1221,2.355884e-04,0.77,53.22
65,0.047787,0.31429,0.07347,84.2332,2.248802e-04,0.71,53.93
66,0.046144,0.307258,0.073225,83.9695,2.143125e-04,0.76,54.69
67,0.043645,0.313857,0.071547,84.1083,2.038971e-04,0.77,55.46
68,0.045637,0.31332,0.071262,84.0389,1.936453e-04,0.7,56.16
69,0.043737,0.314986,0.071186,84.2193,1.835683e-04,0.72,56.88
70,0.042826,0.305538,0.067921,84.7745,1.736770e-04,0.74,57.62
71,0.039134,0.311312,0.07021,84.4275,1.639825e-04,0.72,58.34
72,0.03931,0.313147,0.070543,84.2748,1.544951e-04,0.76,59.1
73,0.037712,0.308319,0.070077,84.3442,1.452254e-04,0.7,59.79
74,0.036115,0.306993,0.070264,84.2887,1.361834e-04,0.69,60.48
75,0.036426,0.312854,0.071047,84.2471,1.273790e-04,0.72,61.2
76,0.034271,0.322678,0.071303,84.1221,1.188219e-04,0.68,61.89
77,0.032907,0.319166,0.07127,84.2609,1.105215e-04,0.71,62.6
78,0.033055,0.314859,0.069674,84.4552,1.024867e-04,0.75,63.35
79,0.032021,0.316541,0.070879,84.1777,9.472636e-05,0.68,64.03
80,0.029413,0.313816,0.070471,84.2609,8.724902e-05,0.67,64.7
81,0.028326,0.313691,0.06953,84.5385,8.006281e-05,0.75,65.45
82,0.0291,0.31256,0.067321,84.6357,7.317561e-05,0.71,66.16
83,0.027439,0.315902,0.069228,84.3858,6.659494e-05,0.7,66.86
84,0.026783,0.319487,0.07165,84.136,6.032800e-05,0.73,67.59
85,0.026332,0.322514,0.070433,84.4136,5.438163e-05,0.67,68.25
